-,-,-
-70, -55, 631
61, 3, 480
61, 3, 480
91, -13, 244
-9, -200, 375
-86, -254, 574
-38, -77, 498
31, 102, 285
31, 102, 285
37, 79, 407
49, -43, 696
53, -105, 711
53, -105, 711
89, -81, 670
92, -90, 748
60, -140, 902
24, -195, 1000
18, -158, 1030
18, -158, 1030
42, -118, 1027
35, -86, 1144
42, -65, 1332
36, -50, 1498
61, -39, 1546
117, -56, 1405
51, -120, 1419
51, -120, 1419
11, -210, 1548
-35, -205, 1711
21, -85, 1688
90, 13, 1547
71, -23, 1499
59, -113, 1562
-,-,-
-59, -112, 504
15, -51, 360
47, 10, 223
0, -29, 359
0, -29, 359
-48, -82, 573
-34, -84, 669
49, -26, 627
85, -10, 574
85, -10, 574
79, -61, 667
78, -234, 949
54, -328, 1157
90, -262, 1033
127, -172, 867
127, -172, 867
92, -158, 1061
97, -141, 1319
116, -117, 1383
134, -177, 1334
193, -274, 1320
214, -331, 1475
188, -346, 1559
140, -341, 1540
163, -372, 1574
-,-,-
-12, -147, 485
-34, -166, 567
102, -48, 326
96, -30, 202
96, -30, 202
-6, -119, 390
-69, -131, 549
-30, -45, 528
50, 13, 493
50, 13, 493
41, -27, 652
20, -70, 807
48, -88, 812
48, -88, 812
94, -80, 775
56, -116, 891
12, -148, 996
5, -171, 1011
86, -183, 985
86, -183, 985
156, -160, 1008
150, -98, 1132
126, -72, 1216
145, -146, 1286
175, -244, 1366
259, -339, 1318
287, -411, 1441
275, -463, 1618
292, -428, 1721
309, -409, 1812
-,-,-
-44, -101, 410
20, -21, 259
0, -81, 259
0, -81, 259
-66, -176, 371
-69, -145, 355
36, -46, 211
70, 76, 183
70, 76, 183
28, 94, 322
8, -49, 598
67, -96, 746
67, -96, 746
156, -29, 698
143, -71, 798
129, -146, 1024
101, -136, 1168
91, -101, 1212
137, -82, 1115
130, -126, 1110
122, -186, 1357
122, -186, 1357
60, -182, 1568
29, -118, 1550
75, -96, 1289
74, -139, 1226
40, -169, 1398
29, -154, 1506
16, -87, 1474
88, -51, 1450
-,-,-
-70, -98, 448
-70, -98, 448
-49, -106, 373
-2, -76, 251
-7, -85, 314
-33, -140, 437
-22, -181, 532
37, -131, 503
37, -131, 503
77, -99, 467
92, -136, 587
82, -151, 707
111, -136, 793
125, -143, 838
125, -143, 838
142, -138, 920
135, -144, 1044
157, -185, 1016
179, -184, 1012
179, -160, 1076
180, -148, 1149
166, -163, 1271
163, -224, 1364
224, -299, 1450
296, -352, 1655
282, -340, 1809
287, -321, 1858
-,-,-
-21, -15, 229
-21, -15, 229
44, 45, 63
-25, -54, 384
-78, -138, 706
-9, -17, 691
-9, -17, 691
104, 122, 444
100, 76, 586
51, -85, 930
69, -79, 1040
69, -79, 1040
142, 13, 886
138, 8, 849
101, -116, 970
84, -201, 1164
100, -173, 1243
100, -173, 1243
136, -116, 1206
132, -94, 1185
124, -101, 1240
104, -96, 1364
144, -11, 1328
147, 47, 1269
167, 18, 1298
182, -114, 1437
223, -197, 1566
274, -242, 1699
302, -305, 1826
-,-,-
-23, 45, 188
-159, -197, 603
-122, -280, 726
161, -130, 217
161, -130, 217
173, -18, 36
15, -110, 379
-50, -163, 624
-25, -88, 640
75, -3, 506
75, -3, 506
63, -17, 613
17, -167, 827
39, -221, 977
119, -74, 924
119, -74, 924
161, 52, 852
154, -48, 896
82, -291, 1062
60, -423, 1231
123, -408, 1257
161, -340, 1255
186, -319, 1302
201, -314, 1373
220, -309, 1452
220, -309, 1452
253, -289, 1514
274, -226, 1574
308, -185, 1609
-,-,-
221, 17, -52
43, -181, 315
-30, -359, 587
-30, -359, 587
62, -254, 534
212, -64, 357
158, -44, 550
73, -162, 864
88, -225, 972
142, -128, 957
142, -128, 957
130, 9, 897
26, -20, 968
-49, -74, 1001
-30, -69, 985
8, 6, 1040
8, 6, 1040
36, 64, 1054
30, -22, 1124
4, -147, 1370
4, -147, 1370
76, -192, 1481
178, -101, 1568
195, -26, 1592
174, -67, 1690
141, -184, 1794
161, -227, 1779
-,-,-
-122, -124, 438
-2, -11, 224
51, 7, 108
39, -39, 304
-5, -78, 582
-5, -78, 582
25, -38, 702
85, 25, 713
119, -46, 704
119, -46, 704
126, -191, 730
144, -260, 760
154, -230, 915
139, -141, 1014
131, -82, 941
139, -138, 926
194, -202, 987
225, -221, 1122
235, -251, 1320
235, -251, 1320
232, -276, 1445
245, -236, 1457
296, -226, 1362
259, -278, 1384
208, -359, 1530
227, -344, 1582
279, -292, 1568
-,-,-
-184, -316, 752
-219, -259, 1061
205, 159, -23
116, 277, -424
-136, -47, 416
-167, -201, 534
5, -92, 124
5, -92, 124
84, -65, -1
-4, -163, 467
-34, -174, 732
73, -71, 585
73, -71, 585
139, -68, 493
163, -180, 583
135, -297, 812
156, -206, 877
181, -122, 872
181, -122, 866
232, -169, 866
232, -247, 1056
218, -228, 1147
197, -232, 1222
260, -267, 1265
323, -286, 1387
343, -298, 1616
317, -284, 1706
306, -322, 1792
-,-,-
-91, -1, 141
-134, 3, 233
-143, -45, 373
0, -12, 263
99, -73, 211
99, -73, 211
33, -243, 535
2, -310, 881
90, -194, 853
194, -143, 631
194, -143, 631
153, -241, 720
80, -312, 969
68, -271, 1059
108, -167, 1037
155, -149, 940
153, -246, 1039
155, -317, 1182
153, -241, 1289
148, -137, 1287
148, -116, 1237
155, -170, 1253
206, -246, 1312
191, -221, 1405
-,-,-
29, -89, 302
29, -89, 302
-29, -78, 210
-108, -198, 415
-79, -221, 451
2, -155, 226
43, -119, 125
6, -109, 209
6, -109, 209
-27, -109, 359
-10, -110, 451
48, -30, 468
97, 14, 431
97, 14, 431
98, -73, 579
70, -203, 733
49, -201, 787
62, -47, 766
62, -47, 766
105, -26, 756
117, -129, 893
112, -214, 1155
110, -252, 1320
207, -253, 1323
304, -227, 1423
230, -267, 1741
151, -332, 1865
170, -329, 1942
-,-,-
161, -142, 269
-10, -270, 505
-142, -319, 638
-49, -97, 341
107, 54, -51
66, 71, 2
66, 71, 2
-76, -59, 336
-136, -88, 547
-72, 46, 516
-72, 46, 516
22, 196, 380
7, 116, 444
-20, -34, 661
-20, -34, 661
-46, -163, 882
15, -159, 862
94, -105, 727
136, -206, 926
96, -333, 1341
177, -368, 1436
254, -376, 1326
221, -376, 1287
182, -339, 1406
182, -339, 1406
151, -298, 1625
120, -245, 1729
99, -219, 1654
162, -190, 1475
174, -172, 1430
-,-,-
-90, -217, 572
-47, -271, 602
-47, -271, 602
182, -183, 91
105, -181, -22
-75, -317, 361
-96, -267, 630
51, 32, 527
139, 242, 370
139, 242, 370
85, -10, 648
9, -356, 1011
57, -332, 1046
95, -177, 857
37, -110, 873
-8, -216, 1019
-8, -216, 1019
-7, -360, 1202
28, -347, 1261
126, -234, 1101
125, -239, 1121
87, -367, 1408
97, -458, 1575
162, -441, 1581
237, -349, 1546
247, -266, 1590
224, -227, 1710
222, -276, 1796
237, -352, 1778
-,-,-
-142, -217, 751
-119, -93, 645
-78, -11, 450
-112, 15, 438
-160, -43, 576
-155, -68, 686
-99, 10, 686
-99, 10, 686
-16, 105, 525
-12, 113, 535
-50, -11, 673
-89, -162, 782
-30, -163, 752
-30, -163, 752
51, -94, 701
61, -116, 788
51, -165, 953
65, -186, 1080
63, -162, 1122
76, -120, 1033
76, -120, 1033
126, -131, 918
170, -286, 954
172, -436, 1174
177, -405, 1261
198, -344, 1286
269, -259, 1398
331, -220, 1537
372, -279, 1642
393, -360, 1679
-,-,-
-183, -195, 763
26, -138, 428
222, 50, -133
222, 50, -133
118, -41, 18
-83, -256, 516
-106, -256, 668
-4, -64, 526
117, 29, 346
103, -70, 499
103, -70, 499
64, -230, 673
99, -249, 738
157, -213, 844
141, -161, 972
97, -172, 998
74, -172, 970
74, -226, 970
128, -265, 915
198, -269, 1009
173, -288, 1204
175, -368, 1331
198, -522, 1475
276, -581, 1598
358, -522, 1651
340, -503, 1697
327, -554, 1734
295, -571, 1778
-,-,-
-31, -110, 488
-26, -112, 506
-67, -189, 554
-47, -152, 499
-47, -152, 499
-10, -67, 355
-34, -45, 353
-65, -37, 412
-84, -38, 514
-73, -65, 579
-8, -119, 595
-8, -119, 595
40, -171, 688
40, -191, 762
17, -204, 831
11, -285, 923
85, -361, 1079
85, -361, 1079
157, -314, 1097
185, -264, 997
146, -329, 1038
116, -458, 1153
94, -532, 1264
133, -503, 1329
226, -423, 1285
264, -398, 1371
236, -411, 1512
224, -442, 1584
253, -455, 1615
263, -424, 1642
-,-,-
-154, 10, 550
-146, -15, 469
-148, -86, 445
-135, -152, 462
-24, -205, 341
20, -265, 307
16, -374, 398
-15, -434, 520
-15, -434, 520
21, -336, 382
41, -216, 301
25, -192, 429
4, -177, 540
9, -126, 658
9, -126, 658
40, -78, 701
47, -32, 755
-17, -25, 915
-68, -95, 998
-68, -95, 998
-1, -135, 928
106, -159, 930
161, -88, 1087
145, -75, 1280
168, -233, 1425
267, -398, 1513
368, -453, 1520
381, -397, 1559
351, -367, 1587
316, -392, 1678
316, -392, 1678
315, -434, 1772
-,-,-
-77, -233, 568
88, -148, 315
120, -111, 152
-50, -201, 430
-119, -217, 634
-4, -66, 536
125, 34, 383
125, 34, 383
117, -23, 482
36, -157, 688
32, -180, 780
80, -156, 780
80, -156, 780
104, -117, 870
49, -137, 1029
29, -162, 1041
82, -161, 851
109, -192, 917
80, -209, 1190
91, -139, 1264
91, -139, 1264
122, -96, 1205
182, -131, 1078
258, -252, 1032
268, -382, 1178
257, -377, 1270
238, -332, 1305
250, -295, 1302
321, -264, 1336
422, -309, 1410
424, -408, 1508
-,-,-
-5, -146, 546
76, 36, 237
105, 45, 96
105, 45, 96
18, -118, 297
-80, -199, 589
-88, -80, 635
-8, 92, 398
-8, 92, 398
11, 95, 314
-26, -27, 541
-64, -131, 757
-52, -125, 879
-52, -125, 879
-6, -80, 825
73, -81, 699
119, -205, 879
80, -294, 1135
74, -252, 1103
86, -222, 975
86, -222, 975
125, -194, 833
158, -202, 932
175, -258, 1096
190, -281, 1229
223, -279, 1293
296, -221, 1330
-,-,-
47, -105, 228
24, -103, 283
24, -103, 283
-42, -213, 474
-22, -244, 596
140, -111, 250
185, -17, 86
116, -43, 310
58, -84, 584
58, -84, 584
46, -98, 716
84, -65, 671
162, -56, 607
163, -128, 772
163, -128, 772
120, -194, 924
95, -194, 958
95, -200, 989
144, -161, 1065
174, -117, 1167
174, -128, 1297
205, -200, 1416
266, -323, 1421
322, -369, 1449
305, -330, 1486
278, -292, 1524
236, -295, 1508
280, -333, 1463
280, -333, 1463
296, -395, 1454
-,-,-
-9, -183, 616
116, -133, 283
116, -133, 283
116, -183, 217
-5, -283, 407
-84, -249, 490
-19, -63, 329
24, 43, 188
0, -3, 323
0, -3, 323
-53, -134, 595
-19, -192, 734
90, -146, 721
90, -146, 721
160, -163, 717
162, -291, 868
87, -412, 1038
46, -409, 1115
85, -309, 1049
128, -187, 1087
138, -111, 1283
120, -165, 1494
71, -301, 1707
168, -358, 1791
-,-,-
-7, -378, 526
-7, -378, 526
-39, -396, 580
-33, -241, 584
45, -58, 333
34, -60, 167
-7, -184, 209
-29, -227, 316
-29, -227, 316
-38, -162, 432
3, 20, 402
66, 62, 485
88, -37, 732
88, -37, 732
77, -157, 924
102, -175, 954
111, -196, 892
73, -283, 927
63, -356, 1047
54, -403, 1292
54, -403, 1292
102, -360, 1364
142, -306, 1396
137, -285, 1421
165, -307, 1500
185, -375, 1628
151, -350, 1813
162, -291, 1861
-,-,-
-182, -102, 811
-91, -73, 647
-12, -42, 510
-12, -42, 510
-12, -68, 613
-44, -169, 828
-33, -201, 964
105, -95, 743
160, -9, 513
160, -9, 513
91, -103, 688
68, -236, 813
98, -288, 838
184, -163, 725
151, -95, 698
151, -95, 715
102, -140, 715
95, -228, 832
140, -187, 939
181, -56, 960
215, -21, 979
283, -95, 1157
307, -121, 1483
307, -121, 1483
289, -99, 1567
236, -102, 1459
204, -154, 1413
-,-,-
-95, -242, 695
7, -140, 404
11, -49, 245
-59, -81, 480
-72, -104, 650
26, -87, 626
26, -87, 626
104, -78, 540
110, -150, 535
63, -287, 571
28, -368, 666
28, -368, 666
70, -313, 722
134, -186, 766
130, -186, 859
137, -249, 922
230, -211, 1075
267, -88, 1155
205, -126, 1052
155, -222, 1003
273, -120, 1135
346, 36, 1303
346, 36, 1303
301, 84, 1429
226, 19, 1377
193, -97, 1258
232, -187, 1217
-,-,-
34, -179, 262
-14, -143, 164
-14, -143, 164
-133, -186, 422
-125, -108, 558
-3, 35, 295
40, 87, 169
34, -1, 296
34, -1, 296
49, -124, 579
116, -100, 679
140, -74, 710
149, -100, 732
188, -159, 803
240, -218, 940
240, -218, 940
268, -245, 914
261, -254, 876
295, -189, 972
305, -166, 1146
293, -211, 1313
299, -251, 1174
271, -234, 995
344, -133, 1216
427, 11, 1553
390, 35, 1760
390, 35, 1760
364, 99, 1737
438, 158, 1712
-,-,-
-67, -142, 438
-67, -142, 438
-14, -68, 301
26, -46, 201
-22, -90, 380
-45, -141, 556
21, -138, 474
21, -138, 474
162, -97, 425
234, -164, 587
186, -287, 837
151, -341, 904
239, -306, 734
311, -289, 836
298, -275, 1071
255, -278, 1099
246, -299, 994
246, -299, 994
258, -319, 959
216, -336, 1033
196, -373, 1069
290, -407, 1028
380, -409, 1170
381, -415, 1416
-,-,-
-100, -171, 558
-103, -168, 565
17, -95, 311
84, -35, 116
-10, -108, 332
-104, -164, 578
-15, -51, 586
-15, -51, 586
140, 53, 474
176, -10, 535
137, -181, 711
219, -320, 896
345, -231, 1029
367, -77, 1018
367, -77, 1018
265, -109, 1037
155, -208, 1072
202, -213, 1108
280, -133, 1118
276, -158, 1135
204, -248, 1206
192, -256, 1271
186, -171, 1300
227, -103, 1323
292, -128, 1333
-,-,-
-145, -47, 436
-145, -47, 436
-113, -45, 568
-16, 15, 463
44, -7, 329
28, -80, 373
7, -181, 490
7, -181, 490
37, -197, 574
110, -183, 559
179, -201, 723
210, -266, 940
200, -291, 1051
225, -225, 1007
283, -132, 977
283, -132, 977
326, -37, 1158
271, 14, 1249
179, -6, 1212
150, -119, 1120
248, -186, 1118
288, -238, 1202
301, -197, 1217
323, -143, 1166
392, -197, 1343
441, -259, 1571
439, -266, 1720
439, -266, 1720
-,-,-
-39, -48, 292
-75, -29, 373
-75, -29, 557
-156, -95, 557
-139, -63, 615
-50, -18, 390
-21, -18, 367
-24, -43, 452
-21, -70, 594
-21, -70, 594
15, -64, 638
83, 15, 604
147, 5, 480
141, -157, 587
141, -157, 587
150, -323, 786
218, -347, 873
288, -311, 762
297, -331, 760
330, -325, 991
359, -282, 1223
349, -257, 1249
373, -238, 1287
470, -194, 1372
500, -210, 1614
459, -277, 1803
477, -287, 1890
477, -287, 1890
507, -279, 1920
-,-,-
63, -18, 228
31, 5, 292
-122, -137, 554
-39, -84, 566
136, 54, 307
136, 54, 307
177, 110, 381
126, 27, 648
71, -80, 819
133, -78, 720
